Gender,Age,Education level,Major,Administrative regions,Number of use Internet and Internet-related services,Internet/ Digital devices skills level,Digital devices type,Type of connectivity,Purpose of using internet,Operating system of desktop/laptop,Operating system of smartphone/tablet,Common security tools,Secure of person's digital devices,Legitimacy of a website,Password with personal information,Aware of the danger of clicking pop-up screens,Attention to person's account privacy,Protection of social media services for personal info,Read terms and conditions of website,Change the important accounts passwords frequently,Using public Wi-Fi,No value for my digital devices to hackers,Install software updates regularly,Careful about clicking on links in an email or other post,Digital devices with Internet security tool,Internet security tool up to date,Keep yourself updated about cybercrime (offline Sources),Keep yourself updated about cybercrime (Online Sources),Avoid disclosing personal information online,Risk of becoming a victim of cybercrime has increased,Online personal information is not secure enough,Well protected against cybercrime,Accept increased Internet surveillance from the government,Laws are effective in managing the cybercrime problem,Informed about the threat of cybercrime,Received phishing emails,Stealing your personal data,Malware infection of a device,Being unable to access online services because of cyber attacks,Encountering material promotes hatred or religious extremism,Online extortion,Concerned about identity theft,Not concerned about encountering child pornography online,Concerned about receiving phishing emails,Concerned about not being able to access online services because of cyber attacks,Concerned about encountering material promotes hatred or religious extremism,Concerned about encountering online extortion,Feeling about the threat of cybercrimes in the future,Responsibility of government in raising awareness of cybercrime,Responsibility of media in raising awareness of cybercrime,Responsibility of those offering online/Internet-based servicesin raising awareness of cybercrime,Responsibility of user itself in raising awareness of cybercrime,Responsibility of education system in raising awareness of cybercrime,Role of the government in combating cybercrimes,Victim of cybercrime,Report cybercrime,To who report cybercrime
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment",Windows 10,"IOS, Windows","Anti-virus, Software update",Somewhat secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Always,Do not know,Always,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Sometimes,No significant change,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Windows 7,Android,Backup,Somewhat secure,Always,Always,Often,Sometimes,Sometimes,Always,Often,Always,Sometimes,Often,Always,I don't know,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,Rely on automatic updates,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Sometimes,Sometimes,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Don't know,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Don’t know but will ask my friends for advice
Male,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services",Windows 7,IOS,Software update,Very secure,Often,Often,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Smartphone,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,The threat will vanish eventually,Neutral,Neutral,Neutral,Agree,Neutral,Don’t know,No,"Yes, I would",Saudi eGovernment Portal
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Windows 7,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Somewhat secure,Often,Seldom,Always,Often,Sometimes,Often,Seldom,Seldom,Sometimes,Often,Often,Smartphone,"Yes, I believe it is automatically updated","Professional activities: conferences, meetings, briefings, etc.","TV, news, radio",Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Sometimes,Do not know,Sometimes,Do not know,Sometimes,Do not know,Always,Always,Always,Always,Always,Always,The threat will vanish eventually,Disagree,Agree,Neutral,Disagree,Disagree,Make people aware of cyber crime,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT, Don’t know but will ask my friends for advice"
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Entertainment",Windows 10,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update",Very secure,Often,Always,Often,Always,Often,Often,Seldom,Seldom,Seldom,Seldom,Often,Laptop,"No, I think it is automatically updated",I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Do not know,Sometimes,Do not know,Do not know,Do not know,Never,Always,Never,Never,Never,Always,Sometimes,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi eGovernment Portal
Female,40-49,"Undergraduate (Diploma, BSc)",Arabic Language,Baha,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Laptop,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)",Professional reasons,Windows 8,Android,Anti-virus,Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Laptop,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Always,Always,Always,Always,Always,No significant change,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi eGovernment Portal
Female,30-39,"Undergraduate (Diploma, BSc)",Arabic Language,Baha,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Professional reasons, Social networks, Online services, Entertainment",Windows 10,Android,Backup,Not sure (difficult to determine),Often,Always,Often,Often,Often,Often,Often,Often,Always,Often,Often,"Laptop, Smartphone","Yes, I believe it is automatically updated","Newspapers, magazines, Posters",Internet service provider ISPs,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Agree,Agree,Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,Yes,"No, I would not",Saudi eGovernment Portal
Male,40-49,High School,Education,Baha,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Online services, Communication",Windows 10,Android,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Not sure (difficult to determine),Sometimes,Often,Always,Always,Sometimes,Always,Often,Seldom,Sometimes,Often,Often,"Laptop, Smartphone","Yes, I believe it is automatically updated",I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Sometimes,Sometimes,Sometimes,Do not know,Sometimes,Do not know,Always,Always,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Make people aware of cyber crime,Yes,"No, I would not","Saudi eGovernment Portal , Saudi CERT, Police"
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Entertainment, Communication",Windows 7,IOS,"Anti-virus, Software update",Not secure at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Laptop,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Do not know,Do not know,Always,Always,Sometimes,Do not know,Always,Never,Always,Sometimes,Always,Never,They will become a more serious issue in the future,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT, Police"
Female,30-39,High School,Education,Baha,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Education,Old Windows version,Android,Software update,Very secure,Often,Always,Always,Always,Always,Always,Always,Always,Always,Often,Always,Smartphone,"Yes, I believe it is automatically updated","Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,The threat will vanish eventually,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,No role,Yes,"No, I would not",Saudi eGovernment Portal
Female,18-29,High School,Computer Science,Asir,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Entertainment, Communication",Windows 7,Android,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Neutral,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Seldom,Often,Often,Often,Laptop,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Never,Do not know,Never,Do not know,Do not know,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Police
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Windows 10,"Blackberry, IOS","Anti-virus, Firewall, Software update,Backup",Somewhat secure,Always,Always,Always,Always,Often,Often,Often,Always,Always,Often,Always,"Laptop, Smartphone,Tablet","Yes, I believe it is automatically updated","Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs, Government or professional reports","Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT),Internet service provider ISPs",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,The threat will vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would","Saudi eGovernment Portal , Saudi CERT, Police"
Female,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Private Wi-Fi (e.g. in your home),"Social networks, Entertainment, Communication",Windows 10,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Sometimes,Never,Always,Always,Seldom,Never,Seldom,Never,Often,Always,Often,"Laptop, Smartphone","Yes, I manually updated",I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Sometimes,Never,Sometimes,Never,Sometimes,Never,Do not know,Always,Never,Do not know,Never,Do not know,The threat will vanish eventually,Agree,Disagree,Disagree,Neutral,Strongly Disagree,Have stricter laws and punishments for cyber crimes,No,"Yes, I would",Saudi CERT
Male,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Windows 10,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Somewhat insecure,Always,Always,Sometimes,Always,Sometimes,Seldom,Seldom,Seldom,Always,Sometimes,Often,Laptop,"Yes, I believe it is automatically updated",I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Sometimes,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Sometimes,Always,Always,Sometimes,They will become a more serious issue in the future,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would",Don’t know but will ask my friends for advice
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education  , Social networks, Online services , Entertainment, Communication",Windows 10,"IOS, Windows","Authentication (e.g. password, PIN) ,Backup",Neutral,Often,Never,Always,Often,Sometimes,Often,Never,Never,Seldom,Seldom,Always,Laptop,"No, I think it is automatically updated",I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc., Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Sometimes,Sometimes,Always,Do not know,Do not know,Never,Always,Never,Always,Always,Always,Always,They will become a more serious issue in the future,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would","Police, Don’t know but will ask my friends for advice, Other- Contact with Specilisit"
Male,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Social networks, Online services, Entertainment, Communication",I don't know,I don't know,Backup,Somewhat secure,Seldom,Always,Often,Often,Sometimes,Often,Never,Never,Never,Never,Always,Smartphone,"No, I think it is automatically updated",I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Never,Never,Never,Never,Never,Never,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Don't know,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Work towards providing a global cyber security framework,No,"Yes, I would",Police
